모집구분,관리소명,모집공고명,모집공고일,당첨자발표일,문의전화,전용면적,모집호수, 계약금 , 잔금 , 월임대료 
임대상가,통영도남관리소,임대상가 입점자 모집공고,2020-06-16,2020-06-29,055-646-5397,31.84,1,786000 ,3145000 ,109200 
임대상가,통영도남관리소,임대상가 입점자 모집공고,2020-06-16,2020-06-29,055-646-5397,31.84,1,534000 ,2137000 ,74200 
임대상가,인천만수7관리소,인천만수주공7단지 영구임대상가 입점자 모집공고,2020-06-17,2020-06-24,032-462-9901,8.44,1,315000 ,1264000 ,65820 
임대상가,인천만수7관리소,인천만수주공7단지 영구임대상가 입점자 모집공고,2020-06-17,2020-06-24,032-462-9901,18.73,1,538000 ,2156000 ,112260 
임대상가,광주오치1관리소,광주오치1 영구임대 상가 입점자 모집(지하),2020-06-17,2020-06-25,062-266-0394,583.4,1,11284000 ,45137000 ,1567270 
임대상가,공주옥룡1관리소,공주옥룡 1단지 임대상가 입점자 모집공고  ,2020-06-18,2020-06-26,041-856-5898,27.75,1,1967800 ,7871200 ,273310 
임대상가,공주옥룡1관리소,공주옥룡 1단지 임대상가 입점자 모집공고  ,2020-06-18,2020-06-26,041-856-5898,23.13,1,1639800 ,6559200 ,227760 
임대상가,천안성정4관리소,천안성정4단지 임대상가 입점자 모집공고,2020-06-18,2020-06-26,041-575-5171,240.22,1,4702000 ,18808000 ,653080 
임대상가,대전둔산1관리소,대전둔산1 임대상가 입점자 모집공고,2020-06-18,2020-06-26,042-484-2592,38.04,1,2284000 ,9138000 ,317300 
임대상가,대전둔산1관리소,대전둔산1 임대상가 입점자 모집공고,2020-06-18,2020-06-26,042-484-2592,54.51,1,3324000 ,13297000 ,461710 
임대상가,대전산내관리소,대전산내 임대상가 입점자 모집공고,2020-06-18,2020-06-26,042-271-8241,126.65,1,1841000 ,7364000 ,255690 
임대상가,대전산내관리소,대전산내 임대상가 입점자 모집공고,2020-06-18,2020-06-26,042-271-8241,31.84,2,2046000 ,8184000 ,284180 
임대상가,대전산내관리소,대전산내 임대상가 입점자 모집공고,2020-06-18,2020-06-26,042-271-8241,31.84,4,753000 ,3014000 ,104660 
임대상가,보령명천2관리소,보령명천2단지 임대상가 입점자 모집공고,2020-06-18,2020-06-26,041-936-0653,126.65,1,2031000 ,8125000 ,282130 
임대상가,보령명천2관리소,보령명천2단지 임대상가 입점자 모집공고,2020-06-18,2020-06-26,041-936-0653,31.84,1,2115000 ,8464000 ,293880 
임대상가,대전법동3관리소,대전법동3 영구임대 상가 모집공고(지하) ,2020-06-18,2020-06-26,042-626-6404,583.4,1,13452000 ,53809000 ,1868370 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고,2020-07-01,2020-07-10,055-231-0561,20.52,1,2515000 ,10063000 ,349400 
임대상가,대구성서1관리소,대구성서1 임대상가 입점자 모집 공고,2020-07-02,2020-07-13,053-581-7150,35.84,1,3062000 ,12250000 ,638000 
임대상가,진주가좌1관리소,영구임대 상가 입점자 모집 공고,2020-07-10,2020-07-17,055-756-7077,31.28,1,1334000 ,5336000 ,159500 
임대상가,마산중리1관리소,"마산중리1 임대상가 입점자 모집공고(204호, 선착순 모집)",2020-07-13,2020-07-20,055-231-0561,29.62,1,1509000 ,6036000 ,209600 
임대상가,진주가좌1관리소,영구임대 상가 입점자 모집공고(수정),2020-07-13,2020-07-17,055-756-7077,19.25,1,1205000 ,4821000 ,167400 
임대상가,진주가좌1관리소,영구임대 상가 입점자 모집공고(수정),2020-07-13,2020-07-17,055-756-7077,27.75,1,1084000 ,4337000 ,150600 
임대상가,대전산내관리소,대전산내 임대상가 입점자 모집공고,2020-07-16,2020-07-24,042-271-8241,126.65,1,1841000 ,7364000 ,255690 
임대상가,대전산내관리소,대전산내 임대상가 입점자 모집공고,2020-07-16,2020-07-24,042-271-8241,31.84,2,2046000 ,8184000 ,284180 
임대상가,대전산내관리소,대전산내 임대상가 입점자 모집공고,2020-07-16,2020-07-24,042-271-8241,31.84,4,753000 ,3014000 ,104660 
임대상가,천안성정4관리소,천안성정4단지 임대상가 입점자 모집공고,2020-07-16,2020-07-24,041-575-5171,240.22,1,4702000 ,18808000 ,653080 
임대상가,공주옥룡1관리소,공주옥룡 1단지 임대상가 입점자 모집공고  ,2020-07-16,2020-07-24,041-856-5898,27.75,1,1967800 ,7871200 ,273310 
임대상가,공주옥룡1관리소,공주옥룡 1단지 임대상가 입점자 모집공고  ,2020-07-16,2020-07-24,041-856-5898,23.13,1,1639800 ,6559200 ,227760 
임대상가,대전법동3관리소,대전법동3 영구임대 상가 모집공고(지하) ,2020-07-16,2020-07-24,042-626-6404,583.4,1,13452000 ,53809000 ,1868370 
임대상가,대전둔산1관리소,대전둔산1 임대상가 입점자 모집공고,2020-07-16,2020-07-24,042-484-2592,38.04,1,2284000 ,9138000 ,317300 
임대상가,대전둔산1관리소,대전둔산1 임대상가 입점자 모집공고,2020-07-16,2020-07-24,042-484-2592,54.51,1,3324000 ,13297000 ,461710 
임대상가,보령명천2관리소,보령명천2단지 임대상가 입점자 모집공고,2020-07-16,2020-07-24,041-936-0653,126.65,1,2031000 ,8125000 ,282130 
임대상가,서울등촌1관리소,등촌1단지 임대 상가 모집공고(7701동 110호),2020-07-20,2020-08-10,02-2658-5000,20.9,1,3223000 ,12896000 ,289450 
임대상가,구미황상3관리소,구미황상3 임대상가 입점자 모집 공고,2020-07-20,2020-07-31,054-473-5181,243.36,1,1579000 ,6317000 ,329000 
임대상가,구미황상3관리소,구미황상3 임대상가 입점자 모집 공고,2020-07-20,2020-07-31,054-473-5181,23.4,1,1026000 ,4104000 ,115000 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1316동 1호, 13호, 205호, 206호, 1317동 1호, 2호, 5호, 6호, 7호, 11호, 12호, 102호, 203호, 206호) ",2020-07-23,2020-08-06,02-892-1651,30.38,1,681000 ,2724000 ,141890 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1316동 1호, 13호, 205호, 206호, 1317동 1호, 2호, 5호, 6호, 7호, 11호, 12호, 102호, 203호, 206호) ",2020-07-23,2020-08-06,02-892-1651,25.3,13,529000 ,2116000 ,110230 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1316동 1호, 13호, 205호, 206호, 1317동 1호, 2호, 5호, 6호, 7호, 11호, 12호, 102호, 203호, 206호) ",2020-07-23,2020-08-06,02-892-1651,18.69,1,530000 ,2121000 ,110480 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1316동 1호, 13호, 205호, 206호, 1317동 1호, 2호, 5호, 6호, 7호, 11호, 12호, 102호, 203호, 206호) ",2020-07-23,2020-08-06,02-892-1651,27.01,1,803000 ,3214000 ,167410 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1316동 1호, 13호, 205호, 206호, 1317동 1호, 2호, 5호, 6호, 7호, 11호, 12호, 102호, 203호, 206호) ",2020-07-23,2020-08-06,02-892-1651,30.38,1,684000 ,2739000 ,142630 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1316동 1호, 13호, 205호, 206호, 1317동 1호, 2호, 5호, 6호, 7호, 11호, 12호, 102호, 203호, 206호) ",2020-07-23,2020-08-06,02-892-1651,23.16,2,492000 ,1972000 ,102670 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1316동 1호, 13호, 205호, 206호, 1317동 1호, 2호, 5호, 6호, 7호, 11호, 12호, 102호, 203호, 206호) ",2020-07-23,2020-08-06,02-892-1651,22.54,5,447000 ,1792000 ,93300 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1316동 1호, 13호, 205호, 206호, 1317동 1호, 2호, 5호, 6호, 7호, 11호, 12호, 102호, 203호, 206호) ",2020-07-23,2020-08-06,02-892-1651,16.61,6,328000 ,1315000 ,68490 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1316동 1호, 13호, 205호, 206호, 1317동 1호, 2호, 5호, 6호, 7호, 11호, 12호, 102호, 203호, 206호) ",2020-07-23,2020-08-06,02-892-1651,17.6,7,374000 ,1496000 ,77930 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1316동 1호, 13호, 205호, 206호, 1317동 1호, 2호, 5호, 6호, 7호, 11호, 12호, 102호, 203호, 206호) ",2020-07-23,2020-08-06,02-892-1651,27,11,574000 ,2299000 ,119740 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1316동 1호, 13호, 205호, 206호, 1317동 1호, 2호, 5호, 6호, 7호, 11호, 12호, 102호, 203호, 206호) ",2020-07-23,2020-08-06,02-892-1651,28.13,12,599000 ,2396000 ,124820 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1316동 1호, 13호, 205호, 206호, 1317동 1호, 2호, 5호, 6호, 7호, 11호, 12호, 102호, 203호, 206호) ",2020-07-23,2020-08-06,02-892-1651,23.37,1,1332000 ,5331000 ,277640 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1316동 1호, 13호, 205호, 206호, 1317동 1호, 2호, 5호, 6호, 7호, 11호, 12호, 102호, 203호, 206호) ",2020-07-23,2020-08-06,02-892-1651,90.54,1,2655000 ,10620000 ,553130 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1316동 1호, 13호, 205호, 206호, 1317동 1호, 2호, 5호, 6호, 7호, 11호, 12호, 102호, 203호, 206호) ",2020-07-23,2020-08-06,02-892-1651,54.44,1,1660000 ,6641000 ,345890 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1304동 8호, 11호, 104호, 208호, 213호) ",2020-07-24,2020-08-07,02-892-1651,33.5,8,637000 ,2552000 ,132910 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1304동 8호, 11호, 104호, 208호, 213호) ",2020-07-24,2020-08-07,02-892-1651,27,11,513000 ,2052000 ,106890 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1304동 8호, 11호, 104호, 208호, 213호) ",2020-07-24,2020-08-07,02-892-1651,19.83,1,1268000 ,5075000 ,264300 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1304동 8호, 11호, 104호, 208호, 213호) ",2020-07-24,2020-08-07,02-892-1651,20.49,1,615000 ,2464000 ,128300 
임대상가,광명하안13관리소,"영구임대상가 모집공고(1304동 8호, 11호, 104호, 208호, 213호) ",2020-07-24,2020-08-07,02-892-1651,33.51,1,971000 ,3885000 ,202370 
임대상가,부천춘의관리소,부천춘의 임대상가 입점자 모집공고,2020-07-29,2020-08-07,032-611-2387,26.25,1,561000 ,2246000 ,116980 
임대상가,부천춘의관리소,부천춘의 임대상가 입점자 모집공고,2020-07-29,2020-08-07,032-611-2387,404.09,1,8896000 ,35588000 ,1853531 
임대상가,청주산남2-1관리소,청주산남2-1 주거복지동 임대상가 입점자 모집공고,2020-07-30,2020-08-13,043-285-0034,40.28,1,1460000 ,5836000 ,304000 
임대상가,영주가흥1관리소,영주가흥1 임대상가 입점자 모집공고,2020-07-30,2020-08-13,054-635-2096,18.38,1,374000 ,1498000 ,52000 
임대상가,순천조례5관리소,순천조례5 임대상가 입점자 모집공고,2020-07-30,2020-08-14,061-721-1643,33.15,1,1111000 ,4445000 ,231500 
임대상가,순천조례5관리소,순천조례5 임대상가 입점자 모집공고,2020-07-30,2020-08-14,061-721-1643,401.5,1,2298000 ,9195000 ,478900 
임대상가,영천야사4관리소,영천야사4 임대상가 입점자 모집공고 ,2020-07-31,2020-08-13,054-334-9043,49.31,1,993000 ,3975000 ,207000 
임대상가,부산모라3관리소,"부산모라3 임대상가 입점자 모집공고(나상가 101호,102호)",2020-08-05,2020-08-12,051-304-3225,28.5,1,1113000 ,4455000 ,232000 
임대상가,부산모라3관리소,"부산모라3 임대상가 입점자 모집공고(나상가 101호,102호)",2020-08-05,2020-08-12,051-304-3225,40.39,1,1579000 ,6317000 ,329000 
임대상가,김해구산1관리소,김해구산1 임대상가 104호 입점자 모집공고,2020-08-07,2020-08-14,055-335-3643,36.43,1,1262000 ,5052000 ,175400 
임대상가,인천만수7관리소,인천만수7단지 임대상가 입점자 모집공고,2020-08-12,2020-08-19,032-462-9901,17.9,1,1153000 ,4614000 ,240310 
임대상가,인천만수7관리소,인천만수7단지 임대상가 입점자 모집공고,2020-08-12,2020-08-19,032-462-9901,16.7,1,978000 ,3914000 ,203860 
임대상가,분당목련1관리소,분당목련1단지 복합상가 111호 입점자 모집공고,2020-08-12,2020-08-20,031-705-3039,32.22,1,2486000 ,9946000 ,518030 
임대상가,남원노암관리소,남원노암 임대상가 입점자 모집공고,2020-08-19,2020-08-26,063-625-1939,32.1,1,1200000 ,4800000 ,250000 
임대상가,남원노암관리소,남원노암 임대상가 입점자 모집공고,2020-08-19,2020-08-26,063-625-1939,32.1,1,1200000 ,4800000 ,250000 
임대상가,공주옥룡1관리소,공주옥룡 1단지 임대상가 입점자 모집공고 ,2020-08-20,2020-08-28,041-856-5898,27.75,1,1967800 ,7871200 ,273310 
임대상가,공주옥룡1관리소,공주옥룡 1단지 임대상가 입점자 모집공고 ,2020-08-20,2020-08-28,041-856-5898,23.13,1,1639800 ,6559200 ,227760 
임대상가,공주옥룡1관리소,공주옥룡 1단지 임대상가 입점자 모집공고 ,2020-08-20,2020-08-28,041-856-5898,27.75,1,973200 ,3892800 ,135188 
임대상가,대전산내관리소,대전산내 임대상가 입점자 모집공고,2020-08-20,2020-08-28,042-271-8241,126.65,1,1841000 ,7364000 ,255690 
임대상가,대전산내관리소,대전산내 임대상가 입점자 모집공고,2020-08-20,2020-08-28,042-271-8241,31.84,2,2046000 ,8184000 ,284180 
임대상가,대전산내관리소,대전산내 임대상가 입점자 모집공고,2020-08-20,2020-08-28,042-271-8241,31.84,4,753000 ,3014000 ,104660 
임대상가,대전둔산1관리소,대전둔산1 임대상가 입점자 모집공고,2020-08-20,2020-08-28,042-484-2592,38.04,1,2284000 ,9138000 ,317300 
임대상가,대전둔산1관리소,대전둔산1 임대상가 입점자 모집공고,2020-08-20,2020-08-28,042-484-2592,54.51,1,3324000 ,13297000 ,461710 
임대상가,천안성정4관리소,천안성정4단지 임대상가 입점자 모집공고,2020-08-20,2020-08-28,041-575-5171,240.22,1,4702000 ,18808000 ,653080 
임대상가,서울번동2관리소,서울번동2단지 임대상가 입점자 모집 공고(201동 202호),2020-08-20,2020-08-27,02-987-1462,23.37,1,1281000 ,5125000 ,108940 
임대상가,보령명천2관리소,보령명천2단지 임대상가 입점자 모집공고,2020-08-20,2020-08-28,041-936-0653,126.65,1,2031000 ,8125000 ,282130 
임대상가,보령명천2관리소,보령명천2단지 임대상가 입점자 모집공고,2020-08-20,2020-08-28,041-936-0653,31.84,1,2115000 ,8464000 ,293880 
임대상가,대전법동3관리소,대전법동3 임대상가 모집공고(105호),2020-08-20,2020-08-28,042-626-6404,39.49,1,3918000 ,15672000 ,544180 
임대상가,목포상동1관리소,목포상동1 영구임대상가 입점자 모집공고 안내,2020-08-26,2020-09-04,061-278-2479,31.84,1,723400 ,2893600 ,150740 
임대상가,통영도남관리소,임대상가 205호 입점자 모집공고  ,2020-09-10,2020-09-24,055-646-5397,31.84,1,534000 ,2137000 ,74200 
임대상가,전주평화1관리소,전주평화1아파트 임대상가 입점자 모집 공고,2020-09-14,2020-09-29,063-285-6946,50.08,1,1126000 ,4504000 ,235600 
임대상가,전주평화1관리소,전주평화1아파트 임대상가 입점자 모집 공고,2020-09-14,2020-09-29,063-285-6946,50.08,1,1545000 ,6183000 ,322000 
임대상가,전주평화1관리소,전주평화1아파트 임대상가 입점자 모집 공고,2020-09-14,2020-09-29,063-285-6946,32.29,1,1080000 ,4320000 ,225000 
임대상가,산본주몽1관리소,산본주몽1 영구임대상가(106호) 입점자 모집,2020-09-14,2020-09-24,031-396-6122,16.57,1,1380000 ,5521000 ,287570 
임대상가,공주옥룡1관리소,공주옥룡 1단지 임대상가 입점자 모집공고 ,2020-09-17,2020-09-25,041-856-5898,27.75,1,1967800 ,7871200 ,273310 
임대상가,공주옥룡1관리소,공주옥룡 1단지 임대상가 입점자 모집공고 ,2020-09-17,2020-09-25,041-856-5898,23.13,1,1639800 ,6559200 ,227760 
임대상가,공주옥룡1관리소,공주옥룡 1단지 임대상가 입점자 모집공고 ,2020-09-17,2020-09-25,041-856-5898,27.75,1,973200 ,3892800 ,135188 
임대상가,보령명천2관리소,보령명천2단지 임대상가 입점자 모집공고,2020-09-17,2020-09-25,041-936-0653,126.65,1,2031000 ,8125000 ,282130 
임대상가,대전둔산1관리소,대전둔산1 임대상가 입점자 모집공고,2020-09-17,2020-09-25,042-484-2592,38.04,1,2284000 ,9138000 ,317300 
임대상가,대전둔산1관리소,대전둔산1 임대상가 입점자 모집공고,2020-09-17,2020-09-25,042-484-2592,54.51,1,3324000 ,13297000 ,461710 
임대상가,천안성정4관리소,천안성정4단지 임대상가 입점자 모집공고,2020-09-17,2020-09-25,041-575-5171,240.22,1,4702000 ,18808000 ,653080 
임대상가,대전산내관리소,대전산내 임대상가 입점자 모집공고,2020-09-17,2020-09-25,042-271-8241,126.65,1,1841000 ,7364000 ,255690 
임대상가,대전산내관리소,대전산내 임대상가 입점자 모집공고,2020-09-17,2020-09-25,042-271-8241,31.84,2,2046000 ,8184000 ,284180 
임대상가,대전산내관리소,대전산내 임대상가 입점자 모집공고,2020-09-17,2020-09-25,042-271-8241,31.84,4,753000 ,3014000 ,104660 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고(201~207호 총7호) ,2020-09-17,2020-09-24,055-231-0561,44.63,1,2358000 ,9435000 ,327600 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고(201~207호 총7호) ,2020-09-17,2020-09-24,055-231-0561,25.88,1,1320000 ,5282000 ,183400 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고(201~207호 총7호) ,2020-09-17,2020-09-24,055-231-0561,14.17,1,722000 ,2892000 ,100400 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고(201~207호 총7호) ,2020-09-17,2020-09-24,055-231-0561,29.62,1,1509000 ,6036000 ,209600 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고(201~207호 총7호) ,2020-09-17,2020-09-24,055-231-0561,27.3,1,1414000 ,5660000 ,196500 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고(201~207호 총7호) ,2020-09-17,2020-09-24,055-231-0561,18.9,1,1005000 ,4024000 ,139700 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고(201~207호 총7호) ,2020-09-17,2020-09-24,055-231-0561,16,1,801000 ,3205000 ,111300 
임대상가,부산금곡2관리소,[부산금곡2] 영구임대상가 입점자 모집공고,2020-09-22,2020-10-05,051-361-2010,23.4,1,1180000 ,4724000 ,246000 
임대상가,부산금곡2관리소,[부산금곡2] 영구임대상가 입점자 모집공고,2020-09-22,2020-10-05,051-361-2010,31.92,1,1521000 ,6087000 ,317000 
임대상가,부산금곡2관리소,[부산금곡2] 영구임대상가 입점자 모집공고,2020-09-22,2020-10-05,051-361-2010,21.46,1,1022000 ,4090000 ,213000 
임대상가,원주명륜2관리소,원주명륜2 임대상가 예비입점자 모집공고(201호),2020-09-23,2020-10-06,033-761-1136,28.19,1,872000 ,3488000 ,110000 
임대상가,순천조례5관리소,순천조례5 임대상가 입점자 모집공고,2020-09-23,2020-10-08,061-721-1643,401.5,1,2298000 ,9195000 ,478900 
